NUME_SOCIETATE,ADRESA_SITP,ADRESA_SEDIU,SITPID,NUMAR_AUTORIZATIE,COD_STATIE,PERSOANA_CONTACT,VALABILITATE_AUTORIZATIE,CLASA,INTERDICTII,OBSERVATII
SC MATECONTROL SRL,"PIATRA NEAMT,STR. FERMELOR 111,jud.NEAMT","COM. COSTISA, SAT COSTISA,STR. CETATUIEI 81,jud.NEAMT",2976,3257,NT062,,08-MAY-24-07-MAY-26,2,"Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC SO-AUTO IMPEX SRL,"MEDIAS,STR. GARII 10,jud.SIBIU","DUMBRAVENI,B-DUL MIHAI EMINESCU 24,jud.SIBIU",2977,3258,SB067,,14-NOV-23-13-NOV-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
"SC SOCIETATEA NATIONALA DE GAZE NATURALE ""ROMGAZ"" SA","SINCRAIU DE MURES,Str. Salciilor 20,jud.MURES","MEDIAS,P-ţa. C.I. Motas 4,jud.MURES",2981,3261,MS072,269.20102,19-JUN-24-24-MAY-26,2;3,"Autobuze articulate;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GPL sau GNC",
"SC SOCIETATEA NATIONALA DE GAZE NATURALE ""ROMGAZ"" SA","SINCRAIU DE MURES,Str. Salciilor 20,jud.MURES","MEDIAS,P-ţa. C.I. Motas 4,jud.MURES",2981,3261,MS072,269.20102,25-MAY-24-24-MAY-26,2,"Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GPL sau GNC",
SC ADIFEIER SRL,"REGHIN,B-dul. Unirii 64,jud.MURES","REGHIN,B-dul. Unirii 64,jud.MURES",2982,3263,MS073,745.46643,06-MAR-25-24-MAY-26,1;2;3,Autobuze articulate;Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor tractate prin probe functonale in parcurs
SC ADIFEIER SRL,"REGHIN,B-dul. Unirii 64,jud.MURES","REGHIN,B-dul. Unirii 64,jud.MURES",2982,3263,MS073,745.46643,25-MAY-24-24-MAY-26,1;2;3,Autobuze articulate;Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ITP GHIDUREA TEST SRL,"CILIENI,Str. Sudului 1A,jud.OLT","CILIENI,Str. Sudului 1A,jud.OLT",2985,3266,OT042,766.254142,18-JUL-25-04-JUN-26,1;2;3,"Autobuze articulate;Autovehicule din categ. N2 (cu excepta celor cu MTMA sub 7,5 To la care nu este posibila montarea corespunzatoare a unei oglinzi de cls. V) si N3 fabricate dupa 01.01.2000 la care nu se prezinta Certificatul de Conformitate care atesta indeplinirea prevederilor Dir. 2003-97-CE ref. la campul de vizibilitate sau nu exista marca de omologare pe suportul oglinzilor (conf. RNTR-1, Anexa 3);Autovehicule echipate cu instalate GNC",
SC ITP GHIDUREA TEST SRL,"CILIENI,Str. Sudului 1A,jud.OLT","CILIENI,Str. Sudului 1A,jud.OLT",2985,3266,OT042,766.254142,05-JUN-24-04-JUN-26,2;3,"Autobuze articulate;Autovehicule din categ. N2 (cu excepta celor cu MTMA sub 7,5 To la care nu este posibila montarea corespunzatoare a unei oglinzi de cls. V) si N3 fabricate dupa 01.01.2000 la care nu se prezinta Certificatul de Conformitate care atesta indeplinirea prevederilor Dir. 2003-97-CE ref. la campul de vizibilitate sau nu exista marca de omologare pe suportul oglinzilor (conf. RNTR-1, Anexa 3);Autovehicule echipate cu instalate GNC",
SC HAPPY CARS & SERVICE SRL,"PIELESTI,Calea Bucuresti 136/15,jud.DOLJ","PIELESTI,Calea Bucuresti 136/15,jud.DOLJ",2986,3267,DJ115,251.437772,28-JUN-24-27-JUN-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC PACARSBEST SRL,"VASLUI,STR. CALUGARENI 213,jud.VASLUI","VASLUI,STR. CALUGARENI 213,jud.VASLUI",2742,3026,VS035,,08-OCT-24-07-OCT-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC NEXXON SRL,"SFANTU GHEORGHE,Str. Lunca Oltului 54,jud.COVASNA","TARGU SECUIESC,STR. ORBAN BALAZS 14,jud.COVASNA",2752,3034,CV033,267.36417,26-OCT-24-25-OCT-26,2;3,Autobuze articulate;Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC,
SC NOU SENSE SH SRL,"MANGALIA,STR. MARIN IONESCU DOBROGEANU, CORP C2 20 B,jud.CONSTANTA","MANGALIA,STR. MARIN IONESCU DOBROGEANU, CORP C2 20 B,jud.CONSTANTA",2757,3040,CT113,,01-AUG-24-30-JUL-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTO DRAMI SRL,"IASI,B-DUL METALURGIEI, incinta LACTIS 8,jud.IASI","SAT BREAZU, COM. REDIU,SOS. COPOULUI 203,jud.IASI",2763,3050,IS087,,09-DEC-24-08-DEC-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC GTT MOTORS SRL,"CRAIOVA,STR. SARARILOR 26 A,jud.DOLJ","CRAIOVA,STR. IMPARATUL TRAIAN 128 B,jud.DOLJ",2765,3048,DJ100,,02-OCT-24-01-OCT-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BDC AUTO SRL,"CRAIOVA,STR. BANUL STEPAN 1A,jud.DOLJ","CRAIOVA,STR. RASINARI 71,jud.DOLJ",2766,3049,DJ101,,02-OCT-24-13-SEP-26,2,Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC CHEDRA-TAX SRL,"SAT FLORESTI, COM. FLORESTI,STR. PRINCIPALA 17 A,jud.PRAHOVA","PLOIESTI,STR. RUDULUI 262,jud.PRAHOVA",2769,3054,PH116,,01-JUL-25-29-DEC-26,2;3,"Autovehicule din categ. N2 (cu excepta celor cu MTMA sub 7,5 To la care nu este posibila montarea corespunzatoare a unei oglinzi de cls. V) si N3 fabricate dupa 01.01.2000 la care nu se prezinta Certificatul de Conformitate care atesta indeplinirea prevederilor Dir. 2003-97-CE ref. la campul de vizibilitate sau nu exista marca de omologare pe suportul oglinzilor (conf. RNTR-1, Anexa 3);Autovehicule echipate cu instalate GNC",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC VLADICAR PLUS ITP SRL,"CARANSEBES,STR. PAVEL CHINEZU 4,jud.CARAS-SEVERIN","CARANSEBES,STR. EPISCOP NICOLAE POPEEA 9,jud.CARAS-SEVERIN",2776,3060,CS036,,13-JAN-25-12-JAN-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC BESTAUTO CONSULTING SRL,"SEBES,STR. CALARASI 114-116,jud.ALBA","SEBES,B-DUL LUCIAN BLAGA, BL. 81, AP. 5 -,jud.ALBA",2783,3067,AB060,765176570,11-SEP-25-10-SEP-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC GEZZINCHIRIERI SRL,"SATU MARE,STR. SPICULUI 12,jud.SATU MARE","CAREI,STR. OCTAVIAN GOGA, AP. 7 4,jud.SATU MARE",2789,3073,SM032,,06-MAR-25-05-MAR-27,1;2;3,,
SC HERGOTEST SRL,"CLUJ-NAPOCA,B-dul. 21 Decembrie1989 146,jud.CLUJ","CLUJ-NAPOCA,Str. Bucegi, Bl. B1, Ap. 59 11A,jud.CLUJ",2793,3077,CJ134,740.359843,01-JAN-25-16-NOV-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC EXPRESSLINE SRL,"SAT GHIRODA, COM. GHIRODA,STR. CT KM 1+200 DR, CORP 1-SHOWROOM, SERVICE AUTO SI BIROURI, IN REGIM DE INALTIME P+1E PARTIAL -,jud.TIMIS","SAT GHIRODA, COM. GHIRODA,STR. CT KM1+200 DR, SHOWROOM, SERVICE AUTO SI BIROURI, IN REGIM DE INALTIME P+1E PARTIAL -,jud.TIMIS",2806,3087,TM108,,12-APR-25-11-APR-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC JT TRUCKS & BUS SERVICES SRL,"NAVODARI,STR. DJ 226, ZONA REZERVOARE RAJA, LOT 1/2+LOT 1/3 -,jud.CONSTANTA","NAVODARI,STR. DJ 226, ZONA REZERVOARE RAJA, LOT 1/2+LOT 1/3 -,jud.CONSTANTA",2818,3100,CT115,,31-MAY-25-30-MAY-27,2;3,"Autobuze articulate;Autovehicule cu norma de poluare EURO 6 sau EURO VI;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GPL sau GNC;Tractoare",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ITP & TAHOGRAFE SRL,"AFUMATI,Str. Aurel Vlaicu 13, Parter,jud.ILFOV","AFUMATI,Str. Aurel Vlaicu 13, Parter,jud.ILFOV",2845,3126,B0597,21.352752,14-JUL-25-13-JUL-27,1;2;3,Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor tractate prin probe functonale in parcurs
SC VAL CIUC SERVICE SRL,"MIERCUREA CIUC,Str. Harghita 113,jud.HARGHITA","MIERCUREA CIUC,Str. Harghita 113,jud.HARGHITA",2853,3134,HR047,,08-AUG-25-07-AUG-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC SUPERCARS AUTOSTART SRL,"TECUCI,STR. GHEORGHE PETRASCU 61,jud.GALATI","TECUCI,STR GHEORGHE PATRASCU 61,jud.GALATI",2867,3147,GL074,,28-FEB-24-25-SEP-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC SUPERCARS AUTOSTART SRL,"TECUCI,STR. GHEORGHE PETRASCU 61,jud.GALATI","TECUCI,STR GHEORGHE PATRASCU 61,jud.GALATI",2867,3147,GL074,,26-SEP-23-25-SEP-25,2,"Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC PACOMIR ITP SRL,"BOCSA,Str. Cireselor 1,jud.CARAS-SEVERIN","BOCSA,Str. Ciresilor 1,jud.CARAS-SEVERIN",2874,3154,CS038,746.02628,10-JAN-24-12-OCT-25,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC PACOMIR ITP SRL,"BOCSA,Str. Cireselor 1,jud.CARAS-SEVERIN","BOCSA,Str. Ciresilor 1,jud.CARAS-SEVERIN",2874,3154,CS038,746.02628,13-OCT-23-12-OCT-25,2,Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTOSERVICE AVRAM SRL,"ARAD,STR. COCORILOR 51,jud.ARAD","ARAD,STR. COCORILOR 51,jud.ARAD",2880,3161,AR053,,27-OCT-23-26-OCT-25,1;2,Autovehicule echipate cu instalate GNC;Tractoare,"Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs;Nu se efectueaza verificari ale eficacitati sistemului de franare la mopede cu 3 rot, motociclete cu atas, mototricicluri si cvadricicluri prin probe functonale in parcurs"
U.M. 0991 BUCURESTI,"BUCURESTI,STR. EMANOIL PORUMBARU 35-37,jud.BUCURESTI","BUCURESTI,str. Emanoil Porumbaru 35-37,jud.BUCURESTI",2883,3164,B0605,,31-OCT-23-30-OCT-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GPL sau GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC G.G.G. AUTO TOTAL SRL,"CONSTANTA,STR. THEODOR BURADA 38 C,jud.CONSTANTA","CONSTANTA,STR. THEODOR BURADA 38 C,jud.CONSTANTA",2887,3168,CT117,,11-OCT-24-10-OCT-26,2;3,"Autobuze articulate;Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile N2, N3 si T;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC CASA AUTO CIPI ITP SRL,"RESITA,STR.TIMISOAREI 1C,jud.CARAS-SEVERIN","RESITA,Aleea Begoniilor 3,jud.CARAS-SEVERIN",2896,3177,CS039,757.020221,31-AUG-25-30-AUG-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ZEN CAR AUTOSERVICE SRL,"BREAZA,LINISTEI 32A,jud.PRAHOVA","BREAZA,STR. LINISTEI 32A,jud.PRAHOVA",2899,3180,PH121,,28-NOV-23-27-NOV-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Remorci cu sistem de franare inertal;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC CAROVION SERVICE SRL,"INTORSURA BUZAULUI,STR. PRIETENIEI 14 A,jud.COVASNA","INTORSURA BUZAULUI,STR. PRIETENIEI 14 A,jud.COVASNA",2901,3182,CV035,,30-NOV-23-29-NOV-25,2,Autovehicule echipate cu instalate GNC,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC TETRAPLUS SRL,"SAT RACOVITA, COM. BUDESTI,,- 150,jud.VALCEA","SAT POLOVRAGI, COM. POLOVRAGI,- 265,jud.VALCEA",2924,3205,VL059,,16-JAN-24-15-JAN-26,1;2;3,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana,
SC TRANS DAN MIR SRL,"PIATRA NEAMT,STR. RASARITULUI 19,jud.NEAMT","COM. BODESTI, SAT BODESTI,- -,jud.NEAMT",2753,3036,NT061,,24-OCT-24-23-OCT-26,1;2;3,Autovehicule echipate cu instalate GNC,
SC HOZEAIN PREST SRL,"BRAILA,STR. SIMION BARNUTIU,langa A31 -,jud.BRAILA","BRAILA,STR. CALUGARENI, BL. B51 BIS, SC. 1, AP. 6 19,jud.BRAILA",2768,3052,BR033,,16-DEC-24-31-DEC-25,2,Autovehicule echipate cu instalate GNC;Tractoare,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC FINSERV CARS AUTO SRL,"URZICENI,STR. REGIEI 21E,jud.IALOMITA","URZICENI,STR REGIEI 21E,jud.IALOMITA",2784,3068,IL039,,28-FEB-25-27-FEB-27,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ATELIERUL DE REPARATII AUTO SRL,"BUCURESTI,STR. VITAN BARZESTI 5-7,jud.BUCURESTI","BUCURESTI,CALEA CALARASILOR, BL. 71, ET. 4, AP. 20 311,jud.BUCURESTI",2796,3080,B0584,,18-MAR-25-01-JAN-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC AUTOSERVICE MANA SRL,"ARAD,Str. POETULUI 54/A,jud.ARAD","ARAD,STR. GEORGE COSBUC, CORP A, ET. PARTER, AP. 12 15,jud.ARAD",2816,3098,AR051,257.212959,01-JAN-24-31-DEC-26,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC MICANDY AUTO SERVICE SRL,"BRAGADIRU,Str. Prelungirea Ghencea, Tarla 12, Parcela 59/35, Lot 1 79,jud.ILFOV","BUCURESTI,Str. Mateiu Caragiale 22,jud.ILFOV",2821,3103,B0592,726.706861,24-SEP-24-30-JAN-26,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC MICANDY AUTO SERVICE SRL,"BRAGADIRU,Str. Prelungirea Ghencea, Tarla 12, Parcela 59/35, Lot 1 79,jud.ILFOV","BUCURESTI,Str. Mateiu Caragiale 22,jud.ILFOV",2821,3103,B0592,726.706861,01-FEB-24-30-JAN-26,2,"Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ANIDAV AUTOMAT SRL,"FAGARAS,STR. AZOTULUI 9,jud.BRASOV","FAGARAS,STR. CETATII 38 B,jud.BRASOV",2826,3108,BV098,,12-MAY-25-11-MAY-27,2,Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ARCOMADA NORD SRL,"BUCURESTI,Str. Pieti 41,jud.BUCURESTI","BUCURESTI,Str. Pieti 41,jud.BUCURESTI",2870,3150,B0602,744.545848,13-JUN-24-11-OCT-25,2,Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate,Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC ARCOMADA NORD SRL,"BUCURESTI,Str. Pieti 41,jud.BUCURESTI","BUCURESTI,Str. Pieti 41,jud.BUCURESTI",2870,3150,B0602,744.545848,12-OCT-23-11-OCT-25,2,"Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Tractoare;Vehicule tractate",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
SC INTERNATIONAL LAZAR COMPANY SRL,"DEVA,CALEA ZARANDULUI 258,jud.HUNEDOARA","BASCOV,STR. SERELOR 19,jud.HUNEDOARA",2907,3187,HD060,248.2707,12-DEC-23-11-DEC-25,2;3,"Autobuze articulate;Autovehicule care nu sunt echipate cu dispozitiv de amplificare a efortului de apasare la pedala de frana;Autovehicule din categoriile M1 si N1 inmatriculate pentru prima data incepand cu anul 2021 si care la punctul V.9 din CIV au consemnat indicativele AP, AQ sau AR;Autovehicule echipate cu instalate GNC;Tractoare",Nu se efectueaza verificari ale eficacitati sistemului de franare al vehiculelor prin probe functonale in parcurs
